63 | 000001111110
34 | 000001111111
6 | 00001
2 | 000100
-4 | 00010100
39 | 00010101000
2127 | 00010101001000
143 | 00010101001001
213 | 0001010100101000
214 | 0001010100101001
182 | 000101010010101
72 | 000101010010110
101 | 000101010010111
2607 | 000101010011000
336 | 0001010100110010
333 | 0001010100110011
80 | 0001010100110100
157 | 0001010100110101
2839 | 0001010100110110
2855 | 0001010100110111
269 | 0001010100111000
158 | 0001010100111001
2095 | 000101010011101
174 | 0001010100111100
181 | 0001010100111101
2087 | 000101010011111
383 | 0001010101000000
406 | 0001010101000001
479 | 0001010101000010
445 | 0001010101000011
189 | 0001010101000100
207 | 0001010101000101
191 | 0001010101000110
168 | 0001010101000111
136 | 0001010101001000
102 | 0001010101001001
93 | 0001010101001010
120 | 0001010101001011
69 | 000101010100110
3206 | 000101010100111
175 | 0001010101010
45 | 0001010101011
70 | 0001010101100
567 | 000101010110100
1583 | 0001010101101010
518 | 0001010101101011
542 | 0001010101101100
3191 | 0001010101101101
431 | 000101010110111
605 | 000101010111000
598 | 000101010111001
77 | 0001010101110100
303 | 0001010101110101
495 | 0001010101110110
623 | 0001010101110111
2487 | 0001010101111000
2623 | 0001010101111001
2639 | 0001010101111010
2631 | 0001010101111011
575 | 0001010101111100
599 | 0001010101111101
574 | 000101010111111
-6 | 000101011
4 | 0001011
5 | 000110
-24 | 000111000000
-50 | 000111000001
-49 | 00011100001
-57 | 000111000100
-38 | 000111000101
54 | 000111000110
46 | 000111000111
62 | 000111001
-23 | 000111010000
40 | 0001110100010
42 | 0001110100011
-48 | 00011101001
-31 | 000111010100
-34 | 000111010101
-44 | 0001110101100
43 | 0001110101101
-20 | 000111010111
20 | 0001110110
31 | 0001110111
-2 | 0001111
7 | 0010
22 | 0011000000
16 | 0011000001
14 | 001100001
9 | 001100010
-60 | 001100011000
37 | 001100011001
-12 | 00110001101
55 | 001100011100
-21 | 001100011101
38 | 001100011110
36 | 001100011111
-62 | 0011001
13 | 001101000
422 | 00110100100000
167 | 00110100100001
64 | 00110100100010
51 | 00110100100011
151 | 00110100100100
135 | 00110100100101
-45 | 0011010010011
28 | 00110100101
-35 | 001101001100
-32 | 0011010011010
53 | 0011010011011
-28 | 001101001110
-42 | 0011010011110
87 | 0011010011111
8 | 00110101
-9 | 0011011000
-54 | 001101100100
-55 | 0011011001010
-46 | 0011011001011
56 | 0011011001100
52 | 0011011001101
-22 | 001101100111
12 | 001101101
10 | 001101110
11 | 001101111
15 | 001110000
29 | 00111000100
24 | 00111000101
-41 | 001110001100
79 | 0011100011010
71 | 0011100011011
-15 | 00111000111
-8 | 0011100100
-29 | 001110010100
-18 | 001110010101
-47 | 00111001011
21 | 0011100110
18 | 0011100111
27 | 00111010000
2695 | 001110100010000
50 | 001110100010001
215 | 001110100010010
159 | 001110100010011
60 | 0011101000101
-40 | 0011101000110
3215 | 001110100011100
150 | 001110100011101
111 | 00111010001111
-7 | 0011101001
59 | 0011101010000
58 | 0011101010001
49 | 001110101001000
607 | 001110101001001
103 | 00111010100101
271 | 001110101001100
94 | 001110101001101
110 | 001110101001110
112 | 001110101001111
33 | 00111010101
-25 | 001110101100
3181 | 001110101101000
351 | 001110101101001
41 | 00111010110101
48 | 0011101011011
61 | 001110101110
57 | 0011101011110
119 | 0011101011111
3 | 00111011
-1 | 001111
1 | 01
0 | 1
